time,lambda_main,queue_lambdas.Flight Database,queue_lambdas.Flight Tracker Service,queue_lambdas.External Flight APIs,delays.Flight Database,delays.Flight Tracker Service,delays.External Flight APIs
43,0.12809623784855545,0.08326255460156104,0.17292992109554986,0.06404811892427772,10.121844638670986,3.4578246525851215,3.427427411907467
44,0.11770267168112601,0.07650673659273191,0.1588986067695201,0.058851335840563006,9.473999832213282,3.2978215262622284,3.367447789650467
45,0.11761093775000772,0.07644710953750503,0.15877476596251042,0.05880546887500386,9.468650927758041,3.296475229694305,3.3669277521315863
46,0.11276943874447513,0.07330013518390883,0.15223874230504142,0.05638471937223757,9.194671761465452,3.2269479257160003,3.3397075039202857
47,0.12280278535166358,0.07982181047858133,0.16578376022474584,0.06140139267583179,9.781198010445339,3.3744416222912963,3.396615146353509
48,0.13051255230291237,0.08483315899689303,0.1761919456089317,0.06525627615145618,10.285355184873833,3.4972721646715645,3.4416789611917484
49,0.1379481952530111,0.08966632691445722,0.186230063591565,0.06897409762650555,10.823395353726285,3.6245144809737986,3.4862879255176917
50,0.1428639880332645,0.09286159222162192,0.19286638384490706,0.07143199401663225,11.21111633731862,3.7138452301475224,3.5164198973171685
51,0.14512008777362131,0.09432805705285385,0.19591211849438878,0.07256004388681066,11.398516008684801,3.756334584713357,3.53042401971548
52,0.13766329878991782,0.08948114421344658,0.18584545336638905,0.06883164939495891,10.8017453551755,3.619468849713688,3.4845574401092763
53,0.13119305484402588,0.08527548564861683,0.17711062403943495,0.06559652742201294,10.33236212917413,3.508544657293345,3.445714015106598
54,0.11870950246603416,0.07716117660292221,0.16025782832914612,0.05935475123301708,9.533106662160268,3.312670472667717,3.3731660652641215
55,0.13828161064186076,0.0898830469172095,0.18668017436651202,0.06914080532093038,10.848842901621495,3.6304372962626332,3.488315303054305
56,0.1309251989486209,0.08510137931660358,0.1767490185806382,0.06546259947431045,10.313808313374658,3.504098975734565,3.4441246294052568
57,0.12798871235310927,0.08319266302952102,0.1727847616766975,0.06399435617655463,10.114689187574232,3.4560899172686548,3.4267959633591896
58,0.14279070330110916,0.09281395714572095,0.19276744945649738,0.07139535165055458,11.205132321811453,3.71248116430666,3.5159668651794043
59,0.1269916086350961,0.08254454561281246,0.17143867165737972,0.06349580431754805,10.048814124009711,3.4400859215301725,3.4209514883995777
60,0.14018238776511918,0.09111855204732747,0.1892462234829109,0.07009119388255959,10.99623423776239,3.664576048506652,3.499918424984155
61,0.13849583134222376,0.09002229037244544,0.18696937231200209,0.06924791567111188,10.86525628775776,3.634252952978325,3.4896191457650083
62,0.12557667876679993,0.08162484119841995,0.1695285163351799,0.06278833938339996,9.95679404371694,3.417628349243859,3.412692080040423
63,0.13060363988816157,0.08489236592730502,0.1763149138490181,0.06530181994408078,10.291622415603484,3.498776825552406,3.442218519006536
64,0.14092709310141283,0.09160261051591834,0.19025157568690731,0.07046354655070641,11.055078433727198,3.678126965647004,3.5044854843585878
65,0.1432602817027056,0.09311918310675864,0.19340138029865256,0.0716301408513528,11.243586481370468,3.7212389375689243,3.518871732679349
66,0.15316542305898537,0.09955752498834049,0.20677332112963023,0.07658271152949268,12.121028376991555,3.91610505709517,3.5812844272338102
67,0.14658896077445066,0.09528282450339293,0.1978950970455084,0.07329448038722533,11.5239301577659,3.78452448926496,3.5396017549244196
68,0.1760336725644578,0.11442188716689757,0.23764545796201803,0.0880168362822289,14.784831516112693,4.454667857987913,3.734195447367754
69,0.14446638177479654,0.09390314815361775,0.19502961539597533,0.07223319088739827,11.343575319932741,3.7439235645452564,3.5263548541868754
70,0.1413472499096447,0.09187571244126905,0.19081878737802033,0.07067362495482235,11.088556595799503,3.6858165986287417,3.5070674460428215
71,0.14031103521720317,0.09120217289118206,0.18941989754322427,0.07015551760860159,11.00635473928461,3.6669098232010957,3.5007065313227765
72,0.1237983179200974,0.08046890664806332,0.16712772919213148,0.0618991589600487,9.843501228569153,3.389814923893009,3.4023675990027518
73,0.14144023297040295,0.09193615143076192,0.19094431451004398,0.07072011648520148,11.095992921157764,3.687522704709821,3.507639362897272
74,0.1443990552155362,0.09385938589009853,0.19493872454097386,0.0721995276077681,11.337946930281275,3.7426499841185965,3.5259362949804447
75,0.1385031550189867,0.09002705076234135,0.18697925927563203,0.06925157750949335,10.86581829891566,3.6343835426547497,3.489663738158536
76,0.13221312121545123,0.0859385287900433,0.17848771364085916,0.06610656060772561,10.403635373580792,3.5255787744707243,3.4517802721193713
77,0.11933675411486933,0.07756889017466506,0.1611046180550736,0.05966837705743466,9.5703043004829,3.3219891016348106,3.3767383572529903
78,0.11986041967465588,0.07790927278852633,0.16181156656078544,0.05993020983732794,9.601582080067022,3.3298090757745307,3.379726511324251
79,0.1329368011237426,0.08640892073043269,0.1794646815170525,0.0664684005618713,10.454798924600464,3.5377641687395602,3.456096909563812
80,0.12786832564367734,0.08311441166839027,0.1726222396189644,0.06393416282183867,10.10668986184449,3.4541497529749248,3.4260892627450934
81,0.1258195973560505,0.08178273828143283,0.16985645643066816,0.06290979867802525,9.972472253361495,3.42146304759029,3.414107238323039
82,0.13430920963257617,0.08730098626117451,0.18131743300397782,0.06715460481628809,10.553222134079427,3.561105784968834,3.464312833704657
83,0.14362025880051418,0.09335316822033422,0.19388734938069413,0.07181012940025709,11.273244492144169,3.7279806441246244,3.5211018458323458
84,0.1395611999927679,0.09071477999529913,0.18840761999023664,0.06978059999638395,10.947627079376383,3.6533488461813803,3.4961179585427984
85,0.14054463978030604,0.09135401585719893,0.18973526370341315,0.07027231989015302,11.024779765193765,3.6711552178407443,3.5021385225289956
86,0.15145796580969595,0.09844767777630237,0.20446825384308953,0.07572898290484797,11.960134788714958,3.8810710722958883,3.5703682226614344
87,0.14375777842781284,0.09344255597807835,0.19407300087754734,0.07187888921390642,11.284615887265366,3.730562585840047,3.521954547328193
88,0.1376383573821703,0.08946493229841071,0.18581178246592991,0.06881917869108516,10.799854117360304,3.6190277959901644,3.4844060256497396
89,0.1444811523408785,0.09391274902157101,0.19504955566018595,0.07224057617043925,11.344810862508757,3.7442030873717385,3.5264466938919816
90,0.13644879410995314,0.08869171617146954,0.18420587204843675,0.06822439705497657,10.710415492841125,3.598116140688985,3.4771996659376043
91,0.1328270996496531,0.08633761477227453,0.1793165845270317,0.06641354982482656,10.447010788225024,3.535911590713164,3.455441863306091
92,0.14694677686866553,0.0955154049646326,0.19837814877269846,0.07347338843433276,11.554900074597215,3.7914557294500635,3.541844674950042
93,0.1358442428061915,0.08829875782402448,0.18338972778835855,0.06792212140309575,10.665526986294159,3.587580915739092,3.4735487133802887
94,0.10979835532340618,0.07136893096021402,0.14822777968659834,0.05489917766170309,9.034252447513175,3.1857146869106603,3.3232200958105396
95,0.12851419413683537,0.08353422618894299,0.17349416208472776,0.06425709706841769,10.14975461254248,3.4645842171577432,3.4298840918370073
96,0.12371228153027247,0.08041298299467711,0.16701158006586783,0.061856140765136236,9.83808551448385,3.3884807975384996,3.40186968872554
97,0.12418290985000123,0.0807188914025008,0.16764692829750166,0.062091454925000615,9.867783131558454,3.3957914791209878,3.4045950947025254
98,0.13222140067493665,0.08594391043870882,0.17849889091116447,0.06611070033746833,10.404217892323562,3.5257177101260395,3.45182959682251
99,0.12901480278040164,0.08385962180726107,0.1741699837535422,0.06450740139020082,10.183387139400546,3.4727153756230305,3.4328312282915387
100,0.13285843975149816,0.0863579858384738,0.1793588936645225,0.06642921987574908,10.449234560346918,3.536440647077642,3.455628975075277
