time,lambda_main,queue_lambdas.Flight API,queue_lambdas.Postgres Database,queue_lambdas.Flight Tracker Website,delays.Flight API,delays.Postgres Database,delays.Flight Tracker Website
79,0.1329368011237426,0.1329368011237426,0.0,0.0,20.35748787234682,2.163897559128207,2.8104718489579037
80,0.12786832564367734,0.12786832564367734,0.0,0.0,18.453435992935347,2.163897559128207,2.8104718489579037
81,0.1258195973560505,0.1258195973560505,0.0,0.0,17.781198640041936,2.163897559128207,2.8104718489579037
82,0.13430920963257617,0.13430920963257617,0.0,0.0,20.942598731447614,2.163897559128207,2.8104718489579037
83,0.14362025880051418,0.14362025880051418,0.0,0.0,26.015571953253023,2.163897559128207,2.8104718489579037
84,0.1395611999927679,0.1395611999927679,0.0,0.0,23.530754056566042,2.163897559128207,2.8104718489579037
85,0.14054463978030604,0.14054463978030604,0.0,0.0,24.088180564523896,2.163897559128207,2.8104718489579037
86,0.15145796580969595,0.15145796580969595,0.0,0.0,32.678873739508816,2.163897559128207,2.8104718489579037
87,0.14375777842781284,0.14375777842781284,0.0,0.0,26.1089807943168,2.163897559128207,2.8104718489579037
88,0.1376383573821703,0.1376383573821703,0.0,0.0,22.512169847816036,2.163897559128207,2.8104718489579037
89,0.1444811523408785,0.1444811523408785,0.0,0.0,26.611581915863617,2.163897559128207,2.8104718489579037
90,0.13644879410995314,0.13644879410995314,0.0,0.0,21.925025333734364,2.163897559128207,2.8104718489579037
91,0.1328270996496531,0.1328270996496531,0.0,0.0,20.312125889751233,2.163897559128207,2.8104718489579037
92,0.14694677686866553,0.14694677686866553,0.0,0.0,28.480292653932928,2.163897559128207,2.8104718489579037
93,0.1358442428061915,0.1358442428061915,0.0,0.0,21.638215063360104,2.163897559128207,2.8104718489579037
94,0.10979835532340618,0.10979835532340618,0.0,0.0,13.83883453687799,2.163897559128207,2.8104718489579037
95,0.12851419413683537,0.12851419413683537,0.0,0.0,18.676026077104634,2.163897559128207,2.8104718489579037
96,0.12371228153027247,0.12371228153027247,0.0,0.0,17.138990365451328,2.163897559128207,2.8104718489579037
97,0.12418290985000123,0.12418290985000123,0.0,0.0,17.278359239345956,2.163897559128207,2.8104718489579037
98,0.13222140067493665,0.13222140067493665,0.0,0.0,20.065262289086377,2.163897559128207,2.8104718489579037
99,0.12901480278040164,0.12901480278040164,0.0,0.0,18.852283238508704,2.163897559128207,2.8104718489579037
100,0.13285843975149816,0.13285843975149816,0.0,0.0,20.325064502524572,2.163897559128207,2.8104718489579037
